Unique.Specimen.Identifier;Family1;Order1;Sequence;Specimen.number;Source;Sex;Beak.Length_Culmen;Beak.Length_Nares;Beak.Width;Beak.Depth;Tarsus.Length;Wing.Length;Kipps.Distance;Secondary1;Hand-wing.Index;Tail.Length;Sample.Number;Measurer;Avonet.Protocol.Used;Protocol.both.pairs;Protocol.neither.pair
Carterornis leucotis_1964.60.855;Monarchidae;PASSERIFORMES;6824;1964.60.855;NHMUK;M;16,4;NA;4,5;4,5;NA;72;NA;NA;NA;64;2;BM;0;0;1
Carterornis leucotis_1964.60.855;Monarchidae;PASSERIFORMES;6824;1964.60.855;NHMUK;M;17;NA;4,5;4,3;19,9;72;12;60;16,7;65;1;CR;0;0;1
Caryothraustes canadensis_1885.6.8.410;Cardinalidae;PASSERIFORMES;10748;1885.6.8.410;NHMUK;M;16,9;NA;NA;NA;20,2;92;16,5;75,5;17,9;67,5;1;APH;0;0;1
Caryothraustes canadensis_1885.6.8.410;Cardinalidae;PASSERIFORMES;10748;1885.6.8.410;NHMUK;M;19,4;NA;7,6;10,2;21,1;89;NA;NA;NA;72;2;GT;0;0;1
Caryothraustes celaeno_1894.7.1.1227;Cardinalidae;PASSERIFORMES;10749;1894.7.1.1227;NHMUK;M;18,1;NA;NA;NA;23,5;107;16,5;90,5;15,4;96,9;2;APH;0;0;0
Caryothraustes celaeno_1894.7.1.1227;Cardinalidae;PASSERIFORMES;10749;1894.7.1.1227;NHMUK;M;21,1;12,4;8,5;11,6;23,6;97;14;83;14,4;99;1;CS;1;0;0
Caryothraustes celaeno_74.7.1.1238;Cardinalidae;PASSERIFORMES;10749;74.7.1.1238;NHMUK;M;20,6;12,9;8,5;11,2;21,4;96;13,5;82,5;14,1;95;2;CS;1;0;0
Caryothraustes celaeno_74.7.1.1238;Cardinalidae;PASSERIFORMES;10749;74.7.1.1238;NHMUK;M;21,1;NA;8,5;12,3;23,1;100;NA;NA;NA;94;1;GT;0;0;0
Caryothraustes erythromelas_1885.6.8.406;Cardinalidae;PASSERIFORMES;10750;1885.6.8.406;NHMUK;M;19,2;NA;NA;NA;18,9;102,1;19,6;82,5;19,2;92,1;1;APH;0;0;1
Caryothraustes erythromelas_1885.6.8.406;Cardinalidae;PASSERIFORMES;10750;1885.6.8.406;NHMUK;U;23,9;NA;10,1;14,8;16,2;104;NA;NA;NA;92;2;GT;0;0;1
Caryothraustes poliogaster_1885.6.8.418;Cardinalidae;PASSERIFORMES;10747;1885.6.8.418;NHMUK;M;17;NA;NA;NA;21,8;96,9;18,7;78,2;19,3;75,2;1;APH;0;0;1
Caryothraustes poliogaster_1885.6.8.418;Cardinalidae;PASSERIFORMES;10747;1885.6.8.418;NHMUK;M;20,6;NA;11,2;12,6;22;94;NA;NA;NA;78;2;GT;0;0;1
Caryothraustes poliogaster_1885.6.8.420;Cardinalidae;PASSERIFORMES;10747;1885.6.8.420;NHMUK;F;17,6;NA;NA;NA;22,7;93,4;14,8;78,6;15,8;70,4;2;APH;0;0;0
Caryothraustes poliogaster_1885.6.8.420;Cardinalidae;PASSERIFORMES;10747;1885.6.8.420;NHMUK;F;19,4;12,3;8,3;10,3;22,2;91;12,4;78,6;13,6;73;1;CS;1;0;0
Castanozoster thoracicus_1895.4.1.285;Thraupidae;PASSERIFORMES;10958;1895.4.1.285;NHMUK;M;11,8;NA;3,1;4,3;20,3;67;NA;NA;NA;68;2;GT;0;0;0
Castanozoster thoracicus_1895.4.1.285;Thraupidae;PASSERIFORMES;10958;1895.4.1.285;NHMUK;M;12,3;7,2;3,5;4,2;20,1;67;12,9;54,1;19,3;57;1;TB;1;0;0
Catamblyrhynchus diadema_1902.3.13.414;Thraupidae;PASSERIFORMES;10751;1902.3.13.414;NHMUK;M;12,6;5,5;4;7,4;18,5;66,5;7,5;59;11,3;68;1;HM;1;0;0
Catamblyrhynchus diadema_1902.3.13.414;Thraupidae;PASSERIFORMES;10751;1902.3.13.414;NHMUK;M;8,7;NA;NA;8,1;NA;67,5;7;60,5;10,4;68;2;TT;0;0;0
Catamblyrhynchus diadema_1902.3.13.415;Thraupidae;PASSERIFORMES;10751;1902.3.13.415;NHMUK;F;12,5;5,5;4,2;7,2;18,7;69;10,1;58,9;14,6;63,5;1;HM;1;0;0
Catamblyrhynchus diadema_1902.3.13.415;Thraupidae;PASSERIFORMES;10751;1902.3.13.415;NHMUK;F;8,9;NA;NA;NA;19,6;66;9;57;13,6;65;2;TT;0;0;0
Catamenia inornata_1885.12.14.834;Thraupidae;PASSERIFORMES;11021;1885.12.14.834;NHMUK;M;10,4;6,1;5;7,2;19,8;76;11;65;14,5;63;1;AMGZ;1;0;0
Catamenia inornata_1885.12.14.834;Thraupidae;PASSERIFORMES;11021;1885.12.14.834;NHMUK;M;9,7;NA;5,2;6,9;22,1;76;NA;NA;NA;69;2;GT;0;0;0
Cataponera turdoides_96.6.10.5;Turdidae;PASSERIFORMES;9027;96.6.10.5;NHMUK;F;24,3;NA;5,6;7,2;35,7;112;NA;NA;NA;109;1;GT;0;0;0
Cataponera turdoides_96.6.10.5;Turdidae;PASSERIFORMES;9027;96.6.10.5;NHMUK;F;24;14,2;5,5;7,1;37;110;15,5;94,5;14,1;103;2;NS;1;0;0
Catharopeza bishopi_1885.3.8.229;Parulidae;PASSERIFORMES;10597;1885.3.8.229;NHMUK;F;15,5;NA;NA;NA;23,5;69;13;56;18,8;51,7;2;APH;0;0;0
Catharopeza bishopi_1885.3.8.229;Parulidae;PASSERIFORMES;10597;1885.3.8.229;NHMUK;F;16;9,9;4,3;4,3;23,4;71;15,7;55,3;22,1;46;1;CS;1;0;0
Catharopeza bishopi_1898.2.8.50;Parulidae;PASSERIFORMES;10597;1898.2.8.50;NHMUK;M;14,3;NA;NA;NA;22,3;68,9;14,4;54,5;20,9;50,1;2;APH;0;0;0
Catharopeza bishopi_1898.2.8.50;Parulidae;PASSERIFORMES;10597;1898.2.8.50;NHMUK;M;15,7;8,9;3,7;4,3;22,3;63;14,5;48,5;23;52;1;CS;1;0;0
Catharopeza bishopi_1898.2.8.55;Parulidae;PASSERIFORMES;10597;1898.2.8.55;NHMUK;F;14,8;NA;NA;NA;23,1;71,3;14;57,3;19,6;53,5;2;APH;0;0;0
Catharopeza bishopi_1898.2.8.55;Parulidae;PASSERIFORMES;10597;1898.2.8.55;NHMUK;F;15,9;9,2;4,2;4;23,1;67;15,1;51,9;22,5;51;1;CS;1;0;0
Catharopeza bishopi_98.2.8.49;Parulidae;PASSERIFORMES;10597;98.2.8.49;NHMUK;M;16,5;9,1;4;4,2;21,8;63;12,3;50,7;19,5;51;2;CS;1;0;0
Catharopeza bishopi_98.2.8.49;Parulidae;PASSERIFORMES;10597;98.2.8.49;NHMUK;M;15,9;NA;4,1;4,2;22,1;64;NA;NA;NA;51;1;GT;0;0;0
Catharus fuscater_1896.10.6.2;Turdidae;PASSERIFORMES;8910;1896.10.6.2;NHMUK;M;17,2;10,5;3,1;4,6;33,6;88,5;13,2;75,3;14,9;83;1;HM;1;0;0
Catharus fuscater_1896.10.6.2;Turdidae;PASSERIFORMES;8910;1896.10.6.2;NHMUK;M;21,2;NA;NA;NA;32,1;88,5;13;75,5;14,7;82,5;2;TT;0;0;0
Catharus fuscater_1896.10.6.3;Turdidae;PASSERIFORMES;8910;1896.10.6.3;NHMUK;M;18,1;9,8;3,5;4,7;35,6;87;15,3;71,7;17,6;79;1;HM;1;0;0
Catharus fuscater_1896.10.6.3;Turdidae;PASSERIFORMES;8910;1896.10.6.3;NHMUK;M;22,4;NA;NA;NA;34;90;15;75;16,7;80;2;TT;0;0;0
Ceblepyris cinereus_1931.8.18.1612;Campephagidae;PASSERIFORMES;6466;1931.8.18.1612;NHMUK;M;22,4;NA;8,3;6,5;24;108;26;82;24,1;78;2;CR;0;0;0
Ceblepyris cinereus_1931.8.18.1612;Campephagidae;PASSERIFORMES;6466;1931.8.18.1612;NHMUK;M;21,1;12,8;6,9;7;22,7;106;25,1;80,9;23,7;101;1;CS;1;0;0
Ceblepyris cinereus_1931.8.18.1619;Campephagidae;PASSERIFORMES;6466;1931.8.18.1619;NHMUK;M;21,2;13,1;7,2;7;21,4;108;25,5;82,5;23,6;102;2;CS;1;0;0
Ceblepyris cinereus_1931.8.18.1619;Campephagidae;PASSERIFORMES;6466;1931.8.18.1619;NHMUK;M;22,4;NA;7,4;7,2;21,9;103;NA;NA;NA;100;1;GT;0;0;0
Ceblepyris cucullatus_1959.5.261;Campephagidae;PASSERIFORMES;6465;1959.5.261;NHMUK;M;21,9;NA;7,5;6,1;24,7;98;24;74;24,5;73;2;CR;0;0;0
Ceblepyris cucullatus_1959.5.261;Campephagidae;PASSERIFORMES;6465;1959.5.261;NHMUK;M;20,7;12,5;6,6;6,3;22,6;96,5;22,8;73,7;23,6;85;1;CS;1;0;0
Ceblepyris cucullatus_95.5.1.110;Campephagidae;PASSERIFORMES;6465;95.5.1.110;NHMUK;M;20,8;NA;7,7;6;27;97;21;76;21,6;85;2;CR;0;0;0
Ceblepyris cucullatus_95.5.1.110;Campephagidae;PASSERIFORMES;6465;95.5.1.110;NHMUK;M;21;12,9;6,9;6,3;23,4;95;22,3;72,7;23,5;86;1;CS;1;0;0
Ceblepyris graueri_1984.10.6;Campephagidae;PASSERIFORMES;6467;1984.10.6;NHMUK;M;20,2;NA;7,9;6,3;23,4;111;25;86;22,5;79;2;CR;0;0;0
Ceblepyris graueri_1984.10.6;Campephagidae;PASSERIFORMES;6467;1984.10.6;NHMUK;M;18,6;11,1;5,9;6,4;21,2;109;22,3;86,7;20,5;106;1;CS;1;0;0
Cecropis abyssinica_1912.10.15.487;Hirundinidae;PASSERIFORMES;7700;1912.10.15.487;NHMUK;F;10,2;NA;NA;2,8;12;116,2;51,5;64,7;44,3;73,2;2;APH;0;0;0
Cecropis abyssinica_1912.10.15.487;Hirundinidae;PASSERIFORMES;7700;1912.10.15.487;NHMUK;F;8,7;4,1;3,5;2,5;12;104;51,4;52,6;49,4;74;1;CS;1;0;0
Cecropis abyssinica_1967-126;Hirundinidae;PASSERIFORMES;7700;1967-126;ZFMK;M;12,9;NA;NA;5,2;12,6;113;51;62;45,1;107;2;AN;0;0;1
Cecropis abyssinica_1967-126;Hirundinidae;PASSERIFORMES;7700;1967-126;ZFMK;M;11,4;NA;NA;3,8;12,9;104,6;54;50,6;51,6;107,9;1;APH;0;0;1
Cecropis semirufa_1885.9.1.15;Hirundinidae;PASSERIFORMES;7701;1885.9.1.15;NHMUK;F;12;NA;NA;NA;16,3;132;63,2;68,8;47,9;107,8;2;APH;0;0;0
Cecropis semirufa_1885.9.1.15;Hirundinidae;PASSERIFORMES;7701;1885.9.1.15;NHMUK;F;11,4;5,2;4,2;3,4;16,1;128;62,1;65,9;48,5;111;1;CS;1;0;0
Celebesica abbotti_292620;Campephagidae;PASSERIFORMES;6504;292620;AMNH;M;26;NA;7;6,7;27;107;27;80;25,2;90;2;CR;0;0;0
Celebesica abbotti_292620;Campephagidae;PASSERIFORMES;6504;292620;AMNH;M;23,3;13,9;5,7;6,8;25,4;107;25;82;23,4;98,5;1;CS;1;0;0
Celeus elegans_1902.10.31.6;Picidae;PICIFORMES;3897;1902.10.31.6;NHMUK;M;32;NA;7,7;7,9;25,1;158;NA;NA;NA;123;1;GT;0;0;0
Celeus elegans_1902.10.31.6;Picidae;PICIFORMES;3897;1902.10.31.6;NHMUK;M;31,4;22,6;8,5;8;22,4;156,5;27,7;128,8;17,7;123;2;TB/HM;1;0;0
Celeus galeatus_1905.10.12.128;Picidae;PICIFORMES;3899;1905.10.12.128;NHMUK;M;37;NA;8,2;7,9;NA;178;NA;NA;NA;119;1;GT;0;0;0
Celeus galeatus_1905.10.12.128;Picidae;PICIFORMES;3899;1905.10.12.128;NHMUK;M;34,4;25,1;8,7;7,7;24,7;163;37,2;125,8;22,8;100;2;MNC;1;0;0
Celeus loricatus_88.8.5.619;Picidae;PICIFORMES;3886;88.8.5.619;NHMUK;M;24,6;NA;6,3;6,8;20,1;115;NA;NA;NA;65;1;GT;0;0;0
Celeus loricatus_88.8.5.619;Picidae;PICIFORMES;3886;88.8.5.619;NHMUK;M;23,2;16,8;6,5;6,1;19,1;118;29,6;88,4;25,1;67;2;TL;1;0;0
Celeus spectabilis_1888.8.5.577;Picidae;PICIFORMES;3891;1888.8.5.577;NHMUK;U;29,7;NA;9,1;8,8;24,1;155;NA;NA;NA;107;2;GT;0;0;0
Celeus spectabilis_1888.8.5.577;Picidae;PICIFORMES;3891;1888.8.5.577;NHMUK;U;28,7;22,2;9,1;8,7;23;148;24,1;123,9;16,3;77;1;MNC;1;0;0
Celeus undatus_1889.2.26.341;Picidae;PICIFORMES;3894;1889.2.26.341;NHMUK;M;23,5;NA;6,7;6,3;21,3;127;NA;NA;NA;87;2;GT;0;0;0
Celeus undatus_1889.2.26.341;Picidae;PICIFORMES;3894;1889.2.26.341;NHMUK;M;22,2;15,6;6,9;6,3;23,1;126;32,7;93,3;26;73;1;TB;1;0;0
Cephalopterus ornatus_1881.5.1.4877;Cotingidae;PASSERIFORMES;5376;1881.5.1.4877;NHMUK;F;57,3;37,4;19,6;19,2;48,4;285;46;239;16,1;171,1;1;NS;1;1;0
Cephalopterus ornatus_1881.5.1.4877;Cotingidae;PASSERIFORMES;5376;1881.5.1.4877;NHMUK;F;NA;39,4;19,1;20,1;49,8;285;54,3;230,7;19,1;171;2;TB;1;1;0
Cephalopterus ornatus_1888.1.20.871;Cotingidae;PASSERIFORMES;5376;1888.1.20.871;NHMUK;M;57;37,4;20,7;20,2;48,1;291;44,6;246,4;15,3;173,3;1;NS;1;1;0
Cephalopterus ornatus_1888.1.20.871;Cotingidae;PASSERIFORMES;5376;1888.1.20.871;NHMUK;M;NA;40;21,7;21,8;48;283;43,8;239,2;15,5;184;2;TB;1;1;0
Cephalopterus ornatus_1888.1.20.872;Cotingidae;PASSERIFORMES;5376;1888.1.20.872;NHMUK;F;57,6;35,8;19,5;17,5;47,2;247;47;200;19;146,2;1;NS;1;1;0
Cephalopterus ornatus_1888.1.20.872;Cotingidae;PASSERIFORMES;5376;1888.1.20.872;NHMUK;F;NA;35,2;19,3;19,2;46,8;250;48,9;201,1;19,6;163;2;TB;1;1;0
Cephalopterus ornatus_88.1.20.871;Cotingidae;PASSERIFORMES;5376;88.1.20.871;NHMUK;M;57;NA;20,9;22,2;51,7;283;NA;NA;NA;167;1;GT;0;0;0
Cephalopterus ornatus_88.1.20.871;Cotingidae;PASSERIFORMES;5376;88.1.20.871;NHMUK;M;57;37,4;20,7;20,2;48,1;291;44,6;246,4;15,3;173,3;2;NS;1;0;0
Ceratopipra cornuta_88.1.20.33;Pipridae;PASSERIFORMES;5312;88.1.20.33;NHMUK;M;13,3;7,2;4,2;4,6;17,6;64;8,8;55,2;13,8;45;2;CS;1;0;0
Ceratopipra cornuta_88.1.20.33;Pipridae;PASSERIFORMES;5312;88.1.20.33;NHMUK;M;12,9;NA;4,1;4,2;18,4;66;NA;NA;NA;44;1;GT;0;0;0
Cercomacra brasiliana_55.12.17.76;Thamnophilidae;PASSERIFORMES;4712;55.12.17.76;NHMUK;M;15,4;9,4;4,4;4,1;18,6;59;5,2;53,8;8,8;67;2;CS;1;0;0
Cercomacra brasiliana_55.12.17.76;Thamnophilidae;PASSERIFORMES;4712;55.12.17.76;NHMUK;M;16,1;NA;4,2;3,9;19,5;59;NA;NA;NA;73;1;GT;0;0;0
Cercomacroides fuscicauda_222932;Thamnophilidae;PASSERIFORMES;4721;222932;FMNH;M;NA;11,5;5,1;4,9;23,7;65;NA;NA;NA;79;1;BGF;1;0;0
Cercomacroides fuscicauda_222932;Thamnophilidae;PASSERIFORMES;4721;222932;FMNH;M;14,5;NA;NA;5,3;26,2;66;5,1;60,9;7,7;65;2;FAMC;0;0;0
Cercomacroides fuscicauda_251857;Thamnophilidae;PASSERIFORMES;4721;251857;FMNH;M;NA;11,5;4,8;4,7;24,1;67;NA;NA;NA;74;1;BGF;1;0;0
Cercomacroides fuscicauda_251857;Thamnophilidae;PASSERIFORMES;4721;251857;FMNH;M;14,8;NA;NA;5,1;25,9;69;4,7;64,3;6,8;65;2;FAMC;0;0;0
Cercomacroides fuscicauda_251898;Thamnophilidae;PASSERIFORMES;4721;251898;FMNH;F;NA;10,2;4,5;5;22,9;62;NA;NA;NA;74;1;BGF;1;0;0
Cercomacroides fuscicauda_251898;Thamnophilidae;PASSERIFORMES;4721;251898;FMNH;F;14,2;NA;NA;5,1;24,8;63;5,3;57,7;8,5;62;2;FAMC;0;0;0
Cercomacroides fuscicauda_433376;Thamnophilidae;PASSERIFORMES;4721;433376;FMNH;F;NA;10,5;4,9;4,1;24,6;64;NA;NA;NA;82;1;BGF;1;0;0
Cercomacroides fuscicauda_433376;Thamnophilidae;PASSERIFORMES;4721;433376;FMNH;F;13,9;NA;NA;4,9;26;65;6,1;58,9;9,4;67;2;FAMC;0;0;0
Certhia manipurensis_1905.9.10.525;Certhiidae;PASSERIFORMES;8530;1905.9.10.525;NHMUK;U;20,9;13,5;2,5;2,9;16,2;71;10,1;60,9;14,2;77,5;2;CS;1;0;0
Certhia manipurensis_1905.9.10.525;Certhiidae;PASSERIFORMES;8530;1905.9.10.525;NHMUK;U;21,1;NA;2,3;2,7;15,8;71;NA;NA;NA;87;1;GT;0;0;0
Certhiaxis mustelinus_89.5.14.198;Furnariidae;PASSERIFORMES;5249;89.5.14.198;NHMUK;M;16,2;10,6;2,8;3,2;18,7;58,5;7,2;51,3;12,3;60;2;CS;1;0;0
Certhiaxis mustelinus_89.5.14.198;Furnariidae;PASSERIFORMES;5249;89.5.14.198;NHMUK;M;15,3;NA;3;NA;19,6;61;NA;NA;NA;60;1;GT;0;0;0
Certhilauda chuana_1914.6.12.246;Alaudidae;PASSERIFORMES;7262;1914.6.12.246;NHMUK;F;17,9;10,5;3,4;3,9;25,6;89;19,6;69,4;22;70;2;CV;1;0;0
Certhilauda chuana_1914.6.12.246;Alaudidae;PASSERIFORMES;7262;1914.6.12.246;NHMUK;F;18,7;NA;3,5;4;26,6;92;NA;NA;NA;71;1;GT;0;0;0
Certhilauda curvirostris_1965.M.6591;Alaudidae;PASSERIFORMES;7264;1965.M.6591;NHMUK;M;27,8;17,3;4,7;5,2;26,7;114;27;87;23,7;84;2;CV;1;0;0
Certhilauda curvirostris_1965.M.6591;Alaudidae;PASSERIFORMES;7264;1965.M.6591;NHMUK;M;26,9;NA;4,7;5,4;28,4;113;NA;NA;NA;88;1;GT;0;0;0
Certhionyx variegatus_1965.43.1009;Meliphagidae;PASSERIFORMES;6071;1965.43.1009;NHMUK;M;21,6;NA;3,3;3,8;19,4;85;NA;NA;NA;70;2;GT;0;0;0
Certhionyx variegatus_1965.43.1009;Meliphagidae;PASSERIFORMES;6071;1965.43.1009;NHMUK;M;22,3;NA;3,5;3,9;NA;86;NA;NA;NA;69,5;1;NF;0;0;0
Certhionyx variegatus_1965.43.1009;Meliphagidae;PASSERIFORMES;6071;1965.43.1009;NHMUK;M;20;11,8;3,8;3,6;21;85;24,5;60,5;28,8;68;3;NS;1;0;0
Certhionyx variegatus_1965.5.96;Meliphagidae;PASSERIFORMES;6071;1965.5.96;NHMUK;F;20,8;NA;3,2;3,5;NA;84;NA;NA;NA;66,5;1;NF;0;0;0
Certhionyx variegatus_1965.5.96;Meliphagidae;PASSERIFORMES;6071;1965.5.96;NHMUK;F;19,5;11,2;3,4;3,3;22;80;21,6;58,4;27;63;2;NS;1;0;0
Certhionyx variegatus_1965.5.98;Meliphagidae;PASSERIFORMES;6071;1965.5.98;NHMUK;M;19,7;NA;3,5;3,5;NA;86;NA;NA;NA;61,5;1;NF;0;0;0
Certhionyx variegatus_1965.5.98;Meliphagidae;PASSERIFORMES;6071;1965.5.98;NHMUK;M;19;10;3,8;3,4;21;82;24;58;29,3;65;2;NS;1;0;0
Certhionyx variegatus_1965.5.99;Meliphagidae;PASSERIFORMES;6071;1965.5.99;NHMUK;F;21,3;NA;2,9;3,7;NA;86;NA;NA;NA;65,5;1;NF;0;0;0
Certhionyx variegatus_1965.5.99;Meliphagidae;PASSERIFORMES;6071;1965.5.99;NHMUK;F;20,1;11;2,9;3,6;21,7;82;19,9;62,1;24,3;66;2;NS;1;0;0
Chaetops frenatus_38.5.12.2;Chaetopidae;PASSERIFORMES;7118;38.5.12.2;NHMUK;U;26,5;13;4,3;4,9;35,2;88;8,8;79,2;10;78;2;CV;1;0;0
Chaetops frenatus_38.5.12.2;Chaetopidae;PASSERIFORMES;7118;38.5.12.2;NHMUK;U;25,8;NA;4,3;5,1;39,3;88;NA;NA;NA;67;1;GT;0;0;0
Chaetorhynchus papuensis_1913.3.6.176;Lamproliidae;PASSERIFORMES;6681;1913.3.6.176;NHMUK;M;21,6;NA;7,4;7,3;18,7;109;24;85;22;85;2;CR;0;0;0
Chaetorhynchus papuensis_1913.3.6.176;Lamproliidae;PASSERIFORMES;6681;1913.3.6.176;NHMUK;M;18,9;9,6;4,9;7,2;18,8;103,5;25;78,5;24,2;93;1;CS;1;0;0
Chalcomitra balfouri_99.8.11.19;Nectariniidae;PASSERIFORMES;9515;99.8.11.19;NHMUK;M;22,7;17;3,4;3,7;20,3;64;9,8;54,2;15,3;50;2;CS;1;0;0
Chalcomitra balfouri_99.8.11.19;Nectariniidae;PASSERIFORMES;9515;99.8.11.19;NHMUK;M;22,8;16,2;3,2;3,5;21;62;10;52;16,1;53;3;CS;1;0;0
Chalcomitra balfouri_99.8.11.19;Nectariniidae;PASSERIFORMES;9515;99.8.11.19;NHMUK;M;22,9;NA;3,9;3,6;21,6;67;NA;NA;NA;49;1;GT;0;0;0
Chamaeza meruloides_492108;Formicariidae;PASSERIFORMES;4952;492108;AMNH;U;16,9;11;6;NA;37,8;89;17;72;19,1;67;2;BGF;1;1;0
Chamaeza meruloides_492108;Formicariidae;PASSERIFORMES;4952;492108;AMNH;U;20;10,8;5,5;6;35,3;89;11,4;77,6;12,8;75;1;CS;1;1;0
Chamaeza nobilis_1889.7.10.830;Formicariidae;PASSERIFORMES;4951;1889.7.10.830;NHMUK;U;24,8;NA;6,6;6,9;38,9;109;NA;NA;NA;65;2;GT;0;0;0
Chamaeza nobilis_1889.7.10.830;Formicariidae;PASSERIFORMES;4951;1889.7.10.830;NHMUK;U;24,7;13,8;6,2;7;38,4;106;13,8;92,2;13;59;1;TB;1;0;0
Chamaeza ruficauda_1939.3.9.1;Formicariidae;PASSERIFORMES;4954;1939.3.9.1;NHMUK;M;18,8;NA;5,4;6;36,8;89;NA;NA;NA;79;1;GT;0;0;0
Chamaeza ruficauda_1939.3.9.1;Formicariidae;PASSERIFORMES;4954;1939.3.9.1;NHMUK;M;20;10,4;5,3;6;38,9;88;12,4;75,6;14,1;68;2;TB/HM;1;0;0
Chamaeza turdina_89.9.20.596;Formicariidae;PASSERIFORMES;4953;89.9.20.596;NHMUK;U;20;12,7;6,5;5,8;36,2;97;15,1;81,9;15,6;69;2;AP;1;0;0
Chamaeza turdina_89.9.20.596;Formicariidae;PASSERIFORMES;4953;89.9.20.596;NHMUK;U;22,1;NA;6,2;5,7;36,2;94;NA;NA;NA;70;1;GT;0;0;0
Charitospiza eucosma_1885.12.14.719;Thraupidae;PASSERIFORMES;10752;1885.12.14.719;NHMUK;M;11,6;NA;3,1;NA;15,4;58;NA;NA;NA;46;2;GT;0;0;0
Charitospiza eucosma_1885.12.14.719;Thraupidae;PASSERIFORMES;10752;1885.12.14.719;NHMUK;M;11,2;6,8;4,7;4,2;15,2;59;12;47;20,3;46;1;HM;1;0;0
Chasiempis sclateri_607195;Monarchidae;PASSERIFORMES;6827;607195;AMNH;M;15,2;8,2;4,4;3,8;23,6;72,6;13,3;59,4;18,3;60,3;1;BCW;1;0;0
Chasiempis sclateri_607195;Monarchidae;PASSERIFORMES;6827;607195;AMNH;M;16,3;NA;5,3;4;26,5;73;14;59;19,2;60;2;CR;0;0;0
Cheramoeca leucosterna_1905.12.26.243;Hirundinidae;PASSERIFORMES;7678;1905.12.26.243;NHMUK;M;8,4;NA;4,3;2,6;NA;102;NA;NA;NA;75;1;BM;0;0;0
Cheramoeca leucosterna_1905.12.26.243;Hirundinidae;PASSERIFORMES;7678;1905.12.26.243;NHMUK;M;8,4;4,7;3,3;2,4;14,7;103;56,7;46,3;55;85;2;CS;1;0;0
Cheramoeca leucosterna_1964.17.249;Hirundinidae;PASSERIFORMES;7678;1964.17.249;NHMUK;M;9,8;NA;4,3;2,2;NA;102;NA;NA;NA;62;1;BM;0;0;0
Cheramoeca leucosterna_1964.17.249;Hirundinidae;PASSERIFORMES;7678;1964.17.249;NHMUK;M;8,5;4;3,3;2,2;15,9;102;57,9;44,1;56,8;77;2;CS;1;0;0
Cheramoeca leucosterna_1965.43.151;Hirundinidae;PASSERIFORMES;7678;1965.43.151;NHMUK;F;8,1;NA;4,5;2,8;NA;98;NA;NA;NA;59;1;BM;0;0;0
Cheramoeca leucosterna_1965.43.151;Hirundinidae;PASSERIFORMES;7678;1965.43.151;NHMUK;F;8,6;4,4;3,1;2,5;15,1;98;52,7;45,3;53,8;68;2;CS;1;0;0
Cheramoeca leucosterna_1965.43.152;Hirundinidae;PASSERIFORMES;7678;1965.43.152;NHMUK;F;8,7;NA;4,3;2,4;NA;94;NA;NA;NA;62;1;BM;0;0;0
Cheramoeca leucosterna_1965.43.152;Hirundinidae;PASSERIFORMES;7678;1965.43.152;NHMUK;F;8,4;4,1;2,7;2,2;15,2;97;54;43;55,7;80;2;CS;1;0;0
Chersophilus duponti_1949.Whi.1.7885;Alaudidae;PASSERIFORMES;7313;1949.Whi.1.7885;NHMUK;M;22,6;14,7;4,2;4,8;23,5;100;26,3;73,7;26,3;68;2;CV;1;0;0
Chersophilus duponti_1949.Whi.1.7885;Alaudidae;PASSERIFORMES;7313;1949.Whi.1.7885;NHMUK;M;22,6;NA;3,7;5,1;24,8;97;NA;NA;NA;66;1;GT;0;0;0
Chlamydera guttata_1931.8.1.1;Ptilonorhynchidae;PASSERIFORMES;5926;1931.8.1.1;NHMUK;F;29,8;NA;7,4;8,8;36;137;NA;NA;NA;93;1;GT;0;0;0
Chlamydera guttata_1931.8.1.1;Ptilonorhynchidae;PASSERIFORMES;5926;1931.8.1.1;NHMUK;F;30,5;16;7,6;8,7;37;136;21,5;114,5;15,8;87;2;PC;1;0;0
Chlamydera lauterbachi_1949.62.100;Ptilonorhynchidae;PASSERIFORMES;5927;1949.62.100;NHMUK;M;25,4;NA;6,1;8,7;38,4;130;NA;NA;NA;108;1;GT;0;0;0
Chlamydera lauterbachi_1949.62.100;Ptilonorhynchidae;PASSERIFORMES;5927;1949.62.100;NHMUK;M;26;14,5;6;8,5;38,6;131;21,3;109,7;16,3;107;2;PC;1;0;0
Chlamydera maculata_1964.60.1418;Ptilonorhynchidae;PASSERIFORMES;5925;1964.60.1418;NHMUK;M;31,6;NA;7,9;9,5;NA;144;NA;NA;NA;111;1;BM;0;0;1
Chlamydera maculata_1964.60.1418;Ptilonorhynchidae;PASSERIFORMES;5925;1964.60.1418;NHMUK;M;29,1;NA;7,7;9,6;39,5;146;NA;NA;NA;123;2;GT;0;0;1
Chlamydera nuchalis_1964.60.1426;Ptilonorhynchidae;PASSERIFORMES;5928;1964.60.1426;NHMUK;M;35,2;NA;9,1;10,9;NA;165;NA;NA;NA;126;1;BM;0;0;0
Chlamydera nuchalis_1964.60.1426;Ptilonorhynchidae;PASSERIFORMES;5928;1964.60.1426;NHMUK;M;36,8;19,2;8,8;10,8;48,1;171;26,4;144,6;15,4;140,7;2;PC;1;0;0
